customer_id,operator,plan_type,region,customer_segment,device_type,network_type,internet_plan,payment_method,tenure_months,monthly_bill_bdt,call_minutes_monthly,sms_count_monthly,data_usage_gb_monthly,roaming_enabled,vas_subscribed,auto_renewal,activation_date,last_recharge_date,complaint_type,nps_score,churned
BD0019869,Robi,Postpaid,Rangpur,Urban,Smartphone (Mid),4G,30GB/month,Mobile Banking (bKash),7,712.9,294.8,32,0.022,0,0,1,12/06/2024,20/11/2023,Data Speed,3,0
BD0019870,Robi,Prepaid,Dhaka,Business,Smartphone (Mid),5G,5GB/day,Cash,6,187.59,161,27,3.732,0,1,0,05/09/2024,20/04/2022,Billing Error,1,0
BD0019871,Robi,Prepaid,Barisal,Urban,Smartphone (Budget),4G,1GB/day,Mobile Banking (Nagad),19,254.76,159.4,29,2.64,0,1,1,08/10/2022,03/11/2023,No Complaint,10,0
BD0019872,Grameenphone,Prepaid,Rajshahi,Student,Feature Phone,4G,No Data,Mobile Banking (Nagad),11,309.61,389.1,28,0,0,0,1,08/10/2023,22/04/2022,Data Speed,7,0
BD0019873,Grameenphone,Prepaid,Khulna,Business,Smartphone (Mid),4G,Unlimited,Mobile Banking (bKash),27,341.57,70.6,37,7.547,1,0,0,21/05/2024,20/04/2023,No Complaint,2,0
BD0019874,Grameenphone,Prepaid,Rajshahi,Senior,Smartphone (Budget),4G,2GB/day,Cash,95,134.65,185.6,40,1.512,0,0,0,01/01/2023,11/04/2023,Network Issue,6,0
BD0019875,Grameenphone,Prepaid,Dhaka,Rural,Feature Phone,4G,2GB/day,Mobile Banking (bKash),37,438.98,606.7,19,0.391,0,0,0,13/01/2023,16/09/2023,No Complaint,4,0
BD0019876,Grameenphone,Prepaid,Chattogram,Rural,Smartphone (Budget),3G,1GB/day,Mobile Banking (bKash),20,83.17,328.4,30,6.3,0,0,0,06/01/2023,01/10/2022,Network Issue,1,0
BD0019877,Grameenphone,Postpaid,Dhaka,Rural,Feature Phone,4G,No Data,Cash,9,824.72,219.5,29,0,0,0,1,13/09/2022,03/09/2024,Billing Error,2,0
BD0019878,Grameenphone,Prepaid,Chattogram,Student,Smartphone (Premium),4G,5GB/day,Mobile Banking (Nagad),20,420.77,426.1,31,1.092,0,1,1,17/01/2022,29/05/2022,No Complaint,5,0
BD0019879,Robi,Postpaid,Chattogram,Rural,Smartphone (Premium),4G,1GB/day,Mobile Banking (Nagad),1,1046.77,330.9,32,10.151,0,0,1,11/11/2023,13/02/2022,Network Issue,1,1
BD0019880,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),61,387.82,20.7,26,0.801,0,1,1,29/04/2023,16/01/2024,No Complaint,10,0
BD0019881,Teletalk,Prepaid,Khulna,Student,Smartphone (Budget),3G,1GB/day,Mobile Banking (bKash),33,149.07,11.1,33,5.138,0,0,0,18/03/2023,08/04/2022,No Complaint,4,0
BD0019882,Banglalink,Prepaid,Dhaka,Business,Feature Phone,4G,30GB/month,Mobile Banking (Nagad),8,270,56.5,28,5.017,1,0,0,27/08/2023,30/03/2022,Network Issue,2,0
BD0019883,Banglalink,Prepaid,Rajshahi,Rural,Smartphone (Budget),4G,10GB/day,Mobile Banking (bKash),37,391.27,123.8,32,0.597,0,0,0,19/06/2024,31/12/2024,Network Issue,1,0
BD0019884,Grameenphone,Prepaid,Barisal,Student,Smartphone (Mid),4G,No Data,Mobile Banking (bKash),14,128.24,147.7,27,0,0,0,0,02/03/2022,15/06/2024,No Complaint,10,0
BD0019885,Robi,Prepaid,Dhaka,Student,Smartphone (Budget),3G,50GB/month,Cash,17,612,182.6,29,3.409,0,0,0,14/06/2023,10/09/2022,No Complaint,6,0
BD0019886,Robi,Prepaid,Dhaka,Urban,Smartphone (Premium),4G,5GB/day,Credit Card,19,50,15.1,26,0.343,0,0,0,18/10/2024,25/07/2024,No Complaint,6,0
BD0019887,Airtel,Prepaid,Rajshahi,Rural,Smartphone (Budget),4G,1GB/day,Auto Debit,56,374.68,182.5,32,4.202,0,0,1,22/09/2023,19/05/2022,Data Speed,4,0
BD0019888,Banglalink,Prepaid,Khulna,Student,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),20,396.61,133.6,28,4.835,0,0,0,10/09/2024,20/02/2023,No Complaint,8,0
BD0019889,Robi,Prepaid,Khulna,Rural,Smartphone (Mid),5G,2GB/day,Mobile Banking (bKash),1,431.66,7.6,28,4.191,0,0,0,07/03/2024,07/11/2023,No Complaint,4,0
BD0019890,Banglalink,Prepaid,Rajshahi,Student,Smartphone (Budget),4G,2GB/day,Auto Debit,23,159.44,136.4,36,0.523,0,0,0,14/09/2023,26/04/2024,No Complaint,1,0
BD0019891,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Budget),4G,50GB/month,Mobile Banking (bKash),24,264.68,67.2,26,1.825,0,1,0,14/08/2023,03/11/2022,No Complaint,7,1
BD0019892,Grameenphone,Prepaid,Barisal,Business,Smartphone (Premium),4G,10GB/day,Mobile Banking (Nagad),20,438.54,27.2,23,0.809,1,0,0,29/10/2023,30/09/2024,No Complaint,1,0
BD0019893,Robi,Prepaid,Barisal,Student,Smartphone (Budget),3G,50GB/month,Mobile Banking (bKash),1,51.17,23.2,38,3.395,0,0,1,02/02/2024,12/11/2023,No Complaint,9,0
BD0019894,Grameenphone,Postpaid,Khulna,Student,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),6,889.56,116.2,30,3.258,0,0,1,02/04/2023,29/08/2023,Network Issue,7,0
BD0019895,Grameenphone,Prepaid,Chattogram,Rural,Smartphone (Premium),4G,30GB/month,Mobile Banking (bKash),10,422.47,651,20,1.865,0,0,1,14/06/2024,25/11/2022,No Complaint,1,0
BD0019896,Banglalink,Prepaid,Chattogram,Business,Smartphone (Mid),5G,1GB/day,Mobile Banking (bKash),23,559.36,342.9,36,1.305,0,0,0,31/10/2023,28/05/2023,Network Issue,8,0
BD0019897,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Budget),4G,1GB/day,Credit Card,14,89.37,759,32,0.049,0,0,0,16/12/2022,24/02/2023,No Complaint,9,0
BD0019898,Robi,Prepaid,Rangpur,Rural,Smartphone (Budget),4G,50GB/month,Mobile Banking (bKash),40,359.43,19.3,29,2.153,0,0,0,17/07/2022,31/05/2022,No Complaint,4,0
BD0019899,Teletalk,Prepaid,Barisal,Student,Smartphone (Budget),4G,2GB/day,Mobile Banking (bKash),63,342.2,24.2,31,3.638,0,0,1,20/04/2023,06/04/2024,Call Drop,7,0
BD0019900,Grameenphone,Prepaid,Barisal,Rural,Smartphone (Premium),4G,2GB/day,Mobile Banking (bKash),7,304.1,423,27,2.406,0,0,0,30/12/2024,25/05/2023,Billing Error,9,0
BD0019901,Grameenphone,Prepaid,Rajshahi,Business,Smartphone (Budget),3G,1GB/day,Mobile Banking (Nagad),25,170.27,346.4,23,6.458,0,0,1,07/04/2023,23/10/2022,No Complaint,4,0
BD0019902,Grameenphone,Prepaid,Chattogram,Student,Smartphone (Budget),3G,5GB/day,Mobile Banking (bKash),11,328.84,496.3,31,0.162,0,0,1,03/10/2023,03/11/2023,No Complaint,10,0
BD0019903,Grameenphone,Prepaid,Rajshahi,Student,Smartphone (Mid),3G,10GB/day,Mobile Banking (bKash),16,236.97,17.2,41,0.527,0,0,0,13/01/2022,19/06/2023,No Complaint,1,0
BD0019904,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Budget),4G,5GB/day,Mobile Banking (bKash),107,449.36,385.5,33,1.338,0,1,1,28/09/2024,27/04/2022,No Complaint,1,0
BD0019905,Grameenphone,Prepaid,Chattogram,Business,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),47,420.24,76.7,38,2.968,0,1,0,17/06/2022,05/08/2023,No Complaint,10,0
BD0019906,Grameenphone,Postpaid,Dhaka,Rural,Feature Phone,4G,No Data,Credit Card,27,847.98,93.4,23,0,1,0,1,08/10/2022,08/02/2023,Data Speed,1,0
BD0019907,Grameenphone,Prepaid,Sylhet,Rural,Smartphone (Mid),3G,5GB/day,Mobile Banking (bKash),6,317.45,440.6,32,1.89,0,1,0,12/08/2023,27/02/2024,Network Issue,10,0
BD0019908,Robi,Postpaid,Dhaka,Student,Feature Phone,5G,30GB/month,Cash,10,418.24,106,34,2.254,0,0,1,14/11/2023,23/01/2024,No Complaint,10,0
BD0019909,Banglalink,Prepaid,Mymensingh,Senior,Smartphone (Mid),3G,5GB/day,Mobile Banking (bKash),24,496.7,192.6,29,3.821,0,0,0,14/12/2023,22/07/2022,Customer Service,1,0
BD0019910,Banglalink,Prepaid,Khulna,Student,Feature Phone,4G,5GB/day,Mobile Banking (Nagad),54,178.3,624.3,35,0.751,0,0,1,23/03/2023,18/07/2022,No Complaint,5,0
BD0019911,Robi,Prepaid,Dhaka,Rural,Smartphone (Premium),4G,No Data,Mobile Banking (Nagad),37,381.24,17.7,31,0,0,1,1,28/07/2022,03/12/2022,No Complaint,6,0
BD0019912,Grameenphone,Prepaid,Rajshahi,Student,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),22,367.27,115.5,33,0.043,1,0,0,07/12/2022,27/05/2023,No Complaint,2,0
BD0019913,Robi,Prepaid,Dhaka,Business,Smartphone (Mid),4G,10GB/day,Mobile Banking (bKash),57,205.26,82.2,32,0.068,0,0,1,26/04/2022,25/10/2024,No Complaint,10,0
BD0019914,Grameenphone,Postpaid,Chattogram,Student,Feature Phone,4G,2GB/day,Mobile Banking (bKash),27,839.24,31.2,28,9.619,0,0,1,07/01/2022,25/07/2024,Network Issue,3,0
BD0019915,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Premium),3G,5GB/day,Mobile Banking (bKash),12,266.37,312.8,26,2.204,1,0,0,26/05/2023,18/03/2022,No Complaint,8,0
BD0019916,Banglalink,Postpaid,Mymensingh,Business,Smartphone (Mid),4G,2GB/day,Mobile Banking (bKash),40,484.48,44,36,0.861,1,0,1,18/03/2024,23/05/2022,No Complaint,5,0
BD0019917,Grameenphone,Prepaid,Chattogram,Student,Smartphone (Mid),4G,1GB/day,Auto Debit,5,486.64,16,25,6.077,0,1,0,19/09/2022,30/12/2023,No Complaint,10,1
BD0019918,Grameenphone,Prepaid,Rangpur,Rural,Smartphone (Mid),4G,2GB/day,Cash,16,276.95,388.3,35,0.417,0,1,0,14/01/2023,26/02/2022,No Complaint,10,0
BD0019919,Banglalink,Prepaid,Dhaka,Student,Smartphone (Mid),4G,1GB/day,Mobile Banking (Nagad),16,60.26,397.6,33,1.682,1,0,0,07/07/2022,26/12/2022,No Complaint,7,0
BD0019920,Banglalink,Prepaid,Dhaka,Business,Smartphone (Budget),4G,30GB/month,Cash,1,143.08,79.5,24,0.281,0,1,0,20/05/2022,03/06/2023,No Complaint,8,0
BD0019921,Grameenphone,Prepaid,Chattogram,Business,Feature Phone,5G,1GB/day,Auto Debit,1,307.89,158,35,1.297,0,1,0,25/08/2024,25/03/2023,Call Drop,10,1
BD0019922,Grameenphone,Prepaid,Sylhet,Student,Smartphone (Budget),3G,No Data,Mobile Banking (bKash),2,390.49,524,29,0,0,1,1,01/05/2023,29/08/2023,No Complaint,8,0
BD0019923,Robi,Prepaid,Mymensingh,Urban,Feature Phone,3G,2GB/day,Mobile Banking (bKash),8,298.55,112.2,17,4.088,0,0,0,21/10/2022,06/03/2022,Customer Service,10,0
BD0019924,Banglalink,Prepaid,Khulna,Student,Smartphone (Mid),3G,Unlimited,Mobile Banking (bKash),3,176.48,79.6,30,0.679,0,0,0,06/08/2024,23/04/2024,Data Speed,9,0
BD0019925,Grameenphone,Prepaid,Khulna,Rural,Smartphone (Premium),4G,1GB/day,Cash,32,433.65,269.5,36,3.853,0,1,0,10/10/2024,14/07/2024,No Complaint,9,0
BD0019926,Robi,Postpaid,Dhaka,Rural,Smartphone (Budget),4G,Unlimited,Mobile Banking (bKash),27,1060.62,243.9,29,4.843,0,0,1,18/11/2022,07/07/2024,No Complaint,8,1
BD0019927,Teletalk,Prepaid,Dhaka,Business,Smartphone (Budget),4G,No Data,Mobile Banking (bKash),9,162.21,642.7,35,0,0,0,0,21/05/2024,10/05/2022,No Complaint,10,0
BD0019928,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Budget),4G,50GB/month,Auto Debit,47,453.57,160.5,33,1.55,1,0,0,09/07/2023,08/10/2023,No Complaint,6,0
BD0019929,Banglalink,Prepaid,Chattogram,Urban,Smartphone (Budget),4G,1GB/day,Mobile Banking (Nagad),12,283.41,104.3,33,3.818,0,0,0,20/05/2023,22/06/2023,No Complaint,6,0
BD0019930,Teletalk,Prepaid,Chattogram,Urban,Smartphone (Mid),3G,30GB/month,Mobile Banking (bKash),23,429.67,172.5,30,1.735,0,1,1,11/12/2023,15/05/2023,No Complaint,10,0
BD0019931,Grameenphone,Postpaid,Chattogram,Business,Smartphone (Budget),3G,1GB/day,Mobile Banking (bKash),18,844.24,199.4,35,0.3,0,0,1,20/10/2023,09/07/2022,Network Issue,3,0
BD0019932,Banglalink,Prepaid,Dhaka,Business,Smartphone (Premium),4G,1GB/day,Cash,10,518.84,154.4,24,9.812,0,1,1,20/10/2023,30/05/2022,No Complaint,5,0
BD0019933,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Budget),4G,1GB/day,Mobile Banking (Nagad),15,568.04,225.5,28,3.672,0,0,0,28/10/2023,21/12/2023,No Complaint,6,0
BD0019934,Banglalink,Postpaid,Mymensingh,Business,Smartphone (Premium),4G,2GB/day,Cash,7,1254.06,205.7,37,0.343,1,1,1,17/12/2022,26/02/2022,No Complaint,2,0
BD0019935,Banglalink,Prepaid,Dhaka,Student,Smartphone (Mid),4G,2GB/day,Rocket,11,174.34,94.7,31,8.353,0,0,1,06/01/2023,02/09/2024,No Complaint,3,0
BD0019936,Grameenphone,Prepaid,Khulna,Student,Smartphone (Budget),4G,No Data,Auto Debit,5,420.81,92.1,30,0,1,0,0,18/09/2023,17/08/2023,Customer Service,8,0
BD0019937,Robi,Postpaid,Rangpur,Urban,Smartphone (Budget),4G,30GB/month,Mobile Banking (bKash),5,728.86,2,34,1.263,1,0,1,15/12/2022,14/01/2023,No Complaint,5,0
BD0019938,Banglalink,Prepaid,Rajshahi,Business,Smartphone (Premium),5G,50GB/month,Cash,1,263.65,161.2,19,3.508,0,0,1,11/12/2023,25/03/2022,No Complaint,5,0
BD0019939,Grameenphone,Prepaid,Sylhet,Business,Smartphone (Budget),5G,1GB/day,Mobile Banking (bKash),2,526.27,167.7,40,0.972,0,0,1,14/10/2022,26/05/2022,No Complaint,10,0
BD0019940,Grameenphone,Postpaid,Dhaka,Student,Feature Phone,5G,2GB/day,Mobile Banking (Nagad),4,1216.56,21.9,40,0.53,0,0,1,03/10/2023,01/06/2023,No Complaint,4,1
BD0019941,Grameenphone,Postpaid,Dhaka,Student,Smartphone (Premium),3G,10GB/day,Mobile Banking (Nagad),1,973.57,161.2,32,1.461,0,1,1,27/07/2022,08/07/2022,Network Issue,3,1
BD0019942,Robi,Prepaid,Dhaka,Rural,Feature Phone,5G,1GB/day,Auto Debit,19,68.02,108.6,30,0.45,0,1,1,11/04/2024,11/05/2024,No Complaint,4,0
BD0019943,Airtel,Prepaid,Khulna,Senior,Smartphone (Premium),4G,5GB/day,Mobile Banking (bKash),4,511.07,31.3,16,2.714,0,0,0,25/08/2022,02/02/2024,Network Issue,1,0
BD0019944,Banglalink,Prepaid,Sylhet,Student,Smartphone (Budget),4G,No Data,Mobile Banking (bKash),65,134.41,475.5,21,0,0,0,1,25/10/2024,22/09/2022,No Complaint,9,0
BD0019945,Grameenphone,Prepaid,Mymensingh,Student,Smartphone (Mid),4G,5GB/day,Cash,34,158.04,401,28,4.132,0,0,1,03/11/2023,30/01/2023,No Complaint,6,0
BD0019946,Robi,Prepaid,Rajshahi,Senior,Smartphone (Budget),5G,5GB/day,Auto Debit,55,368.82,99.4,36,2.688,0,1,1,28/09/2024,17/05/2024,No Complaint,9,0
BD0019947,Grameenphone,Postpaid,Rajshahi,Senior,Smartphone (Budget),4G,30GB/month,Mobile Banking (bKash),21,873.09,157.5,31,8.483,0,0,1,25/01/2024,09/02/2024,No Complaint,8,1
BD0019948,Grameenphone,Prepaid,Khulna,Student,Smartphone (Budget),4G,5GB/day,Mobile Banking (Nagad),18,371.06,182.6,36,0.825,0,0,0,22/06/2022,02/05/2023,No Complaint,6,0
BD0019949,Robi,Prepaid,Rangpur,Student,Smartphone (Budget),3G,2GB/day,Mobile Banking (bKash),1,555.61,13.7,25,1.965,0,1,1,07/07/2024,04/02/2022,No Complaint,1,0
BD0019950,Robi,Prepaid,Sylhet,Student,Smartphone (Budget),5G,10GB/day,Mobile Banking (bKash),5,464.94,150.1,31,0.801,0,0,0,17/05/2022,26/08/2023,Network Issue,5,0
BD0019951,Robi,Prepaid,Chattogram,Student,Smartphone (Budget),4G,10GB/day,Mobile Banking (Nagad),9,478.89,17.9,30,1.047,0,1,0,23/04/2022,09/07/2024,No Complaint,1,0
BD0019952,Teletalk,Postpaid,Sylhet,Business,Smartphone (Mid),4G,2GB/day,Credit Card,7,826.85,561.9,40,5.489,0,0,1,20/11/2023,11/03/2024,No Complaint,4,0
BD0019953,Robi,Prepaid,Chattogram,Urban,Smartphone (Mid),3G,No Data,Cash,28,114.8,271.4,28,0,0,0,0,17/04/2022,28/03/2023,No Complaint,9,0
BD0019954,Robi,Prepaid,Dhaka,Student,Smartphone (Budget),4G,10GB/day,Mobile Banking (bKash),2,266.19,105.6,39,2.974,0,0,0,19/12/2024,23/05/2023,No Complaint,7,0
BD0019955,Grameenphone,Prepaid,Khulna,Urban,Smartphone (Mid),4G,1GB/day,Mobile Banking (Nagad),11,95.45,110.4,34,6.035,0,0,0,07/04/2022,05/10/2023,Customer Service,9,0
BD0019956,Airtel,Prepaid,Khulna,Student,Smartphone (Premium),3G,Unlimited,Auto Debit,32,377.69,198,21,7.021,0,0,1,14/01/2024,27/04/2023,No Complaint,1,0
BD0019957,Banglalink,Prepaid,Rajshahi,Student,Smartphone (Premium),5G,1GB/day,Mobile Banking (bKash),1,277.17,166.9,30,4.152,1,1,0,24/09/2023,10/06/2023,Data Speed,2,0
BD0019958,Banglalink,Postpaid,Khulna,Senior,Smartphone (Budget),4G,50GB/month,Rocket,10,300,141.3,26,2.013,0,0,1,09/07/2022,12/02/2022,No Complaint,7,0
BD0019959,Grameenphone,Prepaid,Sylhet,Urban,Smartphone (Budget),4G,1GB/day,Mobile Banking (Nagad),16,50,239.1,22,5.523,0,0,0,14/06/2023,21/08/2024,No Complaint,4,0
BD0019960,Robi,Prepaid,Rajshahi,Business,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),39,128.13,222.4,35,5.933,0,0,0,06/07/2024,07/11/2023,No Complaint,7,0
BD0019961,Robi,Postpaid,Dhaka,Urban,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),7,590.72,145.4,28,5.976,0,1,1,19/07/2024,20/02/2024,Data Speed,4,0
BD0019962,Grameenphone,Prepaid,Khulna,Business,Smartphone (Budget),5G,No Data,Cash,2,398.46,208.2,30,0,0,0,1,22/09/2023,03/03/2024,No Complaint,2,1
BD0019963,Robi,Prepaid,Sylhet,Student,Feature Phone,4G,5GB/day,Mobile Banking (bKash),20,413.33,862.1,30,7.52,0,0,0,06/07/2023,23/08/2022,No Complaint,1,1
BD0019964,Banglalink,Prepaid,Chattogram,Senior,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),20,164.26,43.2,20,2.395,1,1,0,23/08/2024,24/04/2023,No Complaint,6,0
BD0019965,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Budget),4G,50GB/month,Cash,59,401.36,97.8,24,1.453,0,0,0,17/04/2023,23/07/2022,No Complaint,5,0
BD0019966,Grameenphone,Prepaid,Dhaka,Urban,Smartphone (Budget),4G,30GB/month,Cash,21,531.46,13.1,28,0.177,0,0,0,20/01/2024,20/01/2023,No Complaint,1,0
BD0019967,Banglalink,Prepaid,Dhaka,Business,Smartphone (Mid),4G,30GB/month,Cash,8,296.19,1.4,31,3.897,0,0,0,16/03/2023,24/08/2024,No Complaint,3,0
BD0019968,Grameenphone,Prepaid,Chattogram,Rural,Feature Phone,3G,1GB/day,Cash,11,50,222.1,35,0.752,0,1,1,01/01/2024,29/11/2024,No Complaint,4,0
BD0019969,Robi,Prepaid,Dhaka,Business,Smartphone (Budget),3G,5GB/day,Mobile Banking (Nagad),3,277.62,2.5,37,6.002,0,0,0,17/10/2022,16/09/2023,No Complaint,10,0
BD0019970,Robi,Postpaid,Khulna,Business,Smartphone (Mid),4G,10GB/day,Cash,75,867.29,367.3,32,0.153,0,0,1,02/09/2023,30/04/2023,Data Speed,5,0
BD0019971,Grameenphone,Prepaid,Sylhet,Student,Smartphone (Budget),5G,5GB/day,Mobile Banking (bKash),5,50,13,32,18.973,0,0,0,16/06/2024,14/01/2023,Network Issue,6,0
BD0019972,Banglalink,Prepaid,Mymensingh,Student,Smartphone (Mid),4G,2GB/day,Auto Debit,56,313.26,492.8,27,0.201,0,0,0,19/12/2024,09/04/2024,No Complaint,9,0
BD0019973,Robi,Prepaid,Barisal,Student,Smartphone (Budget),4G,10GB/day,Cash,5,346.52,235.5,28,0.792,0,0,1,29/08/2023,17/04/2022,Call Drop,7,0
BD0019974,Banglalink,Postpaid,Dhaka,Rural,Smartphone (Budget),5G,Unlimited,Rocket,9,810.12,436.4,19,0.075,0,1,1,18/08/2022,20/04/2022,No Complaint,1,0
BD0019975,Banglalink,Postpaid,Khulna,Student,Smartphone (Budget),4G,2GB/day,Mobile Banking (Nagad),31,546.46,47.1,34,1.11,0,0,1,02/08/2024,12/03/2023,Network Issue,2,0
BD0019976,Banglalink,Prepaid,Rajshahi,Business,Smartphone (Budget),4G,2GB/day,Mobile Banking (bKash),25,265.52,6.5,21,5.789,0,0,1,01/09/2022,25/07/2023,No Complaint,4,0
BD0019977,Grameenphone,Prepaid,Chattogram,Rural,Smartphone (Budget),4G,30GB/month,Mobile Banking (bKash),23,281.27,161.8,19,0.146,0,0,1,31/12/2023,13/10/2022,No Complaint,9,0
BD0019978,Grameenphone,Prepaid,Dhaka,Senior,Smartphone (Budget),4G,1GB/day,Credit Card,14,620.57,244.2,32,2.465,0,0,0,07/09/2023,10/01/2023,No Complaint,6,0
BD0019979,Grameenphone,Prepaid,Sylhet,Student,Smartphone (Premium),4G,30GB/month,Mobile Banking (bKash),39,143.92,89.6,27,1.446,0,0,1,29/07/2024,11/03/2024,Network Issue,10,0
BD0019980,Grameenphone,Prepaid,Sylhet,Business,Smartphone (Mid),4G,No Data,Auto Debit,30,526.84,421.9,25,0,1,1,0,13/02/2023,23/06/2022,No Complaint,7,0
BD0019981,Banglalink,Prepaid,Dhaka,Urban,Feature Phone,4G,1GB/day,Credit Card,55,244.31,211.9,30,0.615,0,0,0,17/06/2023,18/06/2023,Network Issue,6,0
BD0019982,Robi,Postpaid,Dhaka,Business,Feature Phone,4G,2GB/day,Mobile Banking (bKash),8,634.5,385.5,35,1.91,0,1,1,16/08/2023,07/12/2022,No Complaint,9,0
BD0019983,Banglalink,Prepaid,Khulna,Student,Feature Phone,3G,No Data,Mobile Banking (Nagad),7,407.81,515.2,29,0,0,0,1,21/02/2023,27/05/2022,No Complaint,5,0
BD0019984,Grameenphone,Prepaid,Barisal,Student,Smartphone (Mid),4G,Unlimited,Mobile Banking (Nagad),2,278.35,504.6,22,4.566,0,0,0,17/03/2022,20/06/2024,Customer Service,7,0
BD0019985,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Budget),3G,2GB/day,Mobile Banking (bKash),11,514.51,71.5,35,0.836,1,0,0,14/11/2023,24/12/2023,No Complaint,8,0
BD0019986,Banglalink,Prepaid,Dhaka,Business,Smartphone (Budget),5G,2GB/day,Auto Debit,9,426.09,769.9,26,6.617,0,0,0,19/04/2023,30/11/2022,No Complaint,6,0
BD0019987,Grameenphone,Prepaid,Chattogram,Business,Smartphone (Premium),3G,Unlimited,Mobile Banking (bKash),5,199.78,76.2,30,6.113,0,0,0,27/09/2024,03/06/2024,Network Issue,1,0
BD0019988,Banglalink,Prepaid,Rangpur,Business,Smartphone (Mid),5G,1GB/day,Mobile Banking (bKash),15,215.83,225.5,27,2.181,0,0,0,11/11/2024,24/03/2024,No Complaint,8,0
BD0019989,Grameenphone,Prepaid,Dhaka,Business,Feature Phone,4G,No Data,Mobile Banking (Nagad),20,226.3,402,22,0,0,1,0,30/12/2024,19/06/2022,No Complaint,5,0
BD0019990,Teletalk,Postpaid,Chattogram,Student,Smartphone (Premium),4G,2GB/day,Mobile Banking (Nagad),45,843.49,271.8,41,2.099,0,1,1,04/03/2022,23/10/2024,Customer Service,3,0
BD0019991,Robi,Prepaid,Rajshahi,Business,Smartphone (Premium),4G,1GB/day,Cash,9,403.62,3.6,29,0.932,0,0,0,01/04/2023,19/01/2024,No Complaint,9,0
BD0019992,Banglalink,Postpaid,Chattogram,Student,Smartphone (Mid),5G,No Data,Mobile Banking (bKash),14,1495.34,106,30,0,0,0,1,04/02/2023,04/05/2022,No Complaint,2,0
BD0019993,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Premium),4G,1GB/day,Mobile Banking (bKash),4,304.38,48.9,26,0.862,0,0,0,13/09/2022,06/01/2023,No Complaint,5,0
BD0019994,Robi,Prepaid,Sylhet,Rural,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),76,50,95.9,27,1.337,1,1,0,21/12/2024,22/12/2024,No Complaint,10,0
BD0019995,Banglalink,Prepaid,Rajshahi,Senior,Smartphone (Mid),3G,30GB/month,Mobile Banking (bKash),13,384.37,130.5,26,0.28,0,0,0,22/03/2023,26/06/2024,Call Drop,5,0
BD0019996,Banglalink,Prepaid,Rajshahi,Urban,Smartphone (Premium),4G,30GB/month,Mobile Banking (bKash),11,50,465.5,34,1.929,0,0,1,12/05/2024,28/01/2022,No Complaint,7,0
BD0019997,Grameenphone,Prepaid,Mymensingh,Business,Smartphone (Budget),4G,Unlimited,Mobile Banking (Nagad),39,223.91,82.1,32,9.227,1,0,1,20/06/2022,04/02/2023,Billing Error,4,0
BD0019998,Grameenphone,Prepaid,Rajshahi,Urban,Smartphone (Premium),4G,1GB/day,Mobile Banking (Nagad),95,277.4,68.1,29,0.897,0,0,0,21/05/2022,20/02/2023,No Complaint,8,0
BD0019999,Grameenphone,Prepaid,Dhaka,Business,Feature Phone,3G,10GB/day,Mobile Banking (bKash),24,429.4,369,35,4.824,1,0,0,16/02/2023,17/10/2024,No Complaint,3,0
BD0020000,Grameenphone,Prepaid,Chattogram,Student,Smartphone (Premium),2G,1GB/day,Mobile Banking (Nagad),1,193.1,42.2,33,7.013,0,0,0,06/05/2023,24/03/2023,No Complaint,4,0
BD0020001,Robi,Prepaid,Sylhet,Student,Smartphone (Budget),4G,5GB/day,Cash,1,381.72,144.5,33,0.769,0,0,1,03/12/2024,13/05/2024,No Complaint,3,0
BD0020002,Grameenphone,Prepaid,Dhaka,Business,Feature Phone,4G,30GB/month,Mobile Banking (bKash),24,450.95,11.3,29,5.05,0,0,1,09/01/2023,19/02/2023,Customer Service,10,1
BD0020003,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Mid),3G,10GB/day,Mobile Banking (bKash),1,317.52,160,29,1.495,0,0,0,24/05/2024,21/04/2024,No Complaint,6,0
BD0020004,Robi,Prepaid,Dhaka,Business,Smartphone (Budget),3G,1GB/day,Mobile Banking (bKash),7,370.05,50,32,3.141,1,0,0,18/03/2022,16/10/2023,No Complaint,3,0
BD0020005,Robi,Prepaid,Chattogram,Urban,Smartphone (Budget),5G,Unlimited,Cash,32,336.38,256.9,24,2.02,0,0,0,16/11/2024,25/10/2022,No Complaint,2,0
